nivel,id_ambito_geografico,ubigeo_departamento,nombre_departamento,ubigeo_provincia,nombre_provincia,actasContabilizadas,contabilizadas,totalActas,participacionCiudadana,actasEnviadasJee,enviadasJee,actasPendientesJee,pendientesJee,fechaActualizacion,idUbigeoDepartamento,idUbigeoProvincia,idUbigeoDistrito,idUbigeoDistritoElectoral,totalVotosEmitidos,totalVotosValidos,porcentajeVotosEmitidos,porcentajeVotosValidos,error
provincia,1,020000,Áncash,022000,Ocros,96.667,29,30,56.334,3.333,1,0.0,0,1777266000470,140000,140100,140101,15,3860,2956,100,100,
provincia,1,030000,Apurímac,030100,Abancay,98.722,309,313,74.119,1.278,4,0.0,0,1777266000470,140000,140100,140101,15,66136,54390,100,100,
provincia,1,030000,Apurímac,030300,Andahuaylas,98.238,446,454,72.416,1.762,8,0.0,0,1777266000470,140000,140100,140101,15,91754,73266,100,100,
provincia,1,030000,Apurímac,030200,Aymaraes,99.01,100,101,66.529,0.99,1,0.0,0,1777266000470,140000,140100,140101,15,17273,13236,100,100,
provincia,1,030000,Apurímac,030500,Cotabambas,97.024,163,168,62.751,2.976,5,0.0,0,1777266000470,140000,140100,140101,15,28479,20266,100,100,
provincia,1,030000,Apurímac,030400,Antabamba,97.674,42,43,59.621,2.326,1,0.0,0,1777266000470,140000,140100,140101,15,6736,5115,100,100,
provincia,1,030000,Apurímac,030600,Grau,93.976,78,83,56.554,6.024,5,0.0,0,1777266000470,140000,140100,140101,15,12072,9145,100,100,
provincia,1,040000,Arequipa,040100,Arequipa,99.598,3217,3230,82.771,0.402,13,0.0,0,1777266000470,140000,140100,140101,15,787444,707965,100,100,
provincia,1,030000,Apurímac,030700,Chincheros,97.419,151,155,66.926,2.581,4,0.0,0,1777266000470,140000,140100,140101,15,27716,21622,100,100,
provincia,1,040000,Arequipa,040200,Caylloma,98.997,296,299,76.235,1.003,3,0.0,0,1777266000470,140000,140100,140101,15,64451,54526,100,100,
provincia,1,040000,Arequipa,040300,Camaná,97.253,177,182,74.599,2.747,5,0.0,0,1777266000470,140000,140100,140101,15,39280,33019,100,100,
provincia,1,040000,Arequipa,040400,Caravelí,100.0,116,116,72.75,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,23024,18900,100,100,
provincia,1,040000,Arequipa,040500,Castilla,100.0,106,106,67.634,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,19033,15349,100,100,
provincia,1,040000,Arequipa,040800,La Unión,100.0,49,49,55.579,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,6685,4657,100,100,
provincia,1,040000,Arequipa,040700,Islay,93.82,167,178,73.487,6.18,11,0.0,0,1777266000470,140000,140100,140101,15,37779,32335,100,100,
provincia,1,050000,Ayacucho,050100,Huamanga,98.348,774,787,76.006,1.652,13,0.0,0,1777266000470,140000,140100,140101,15,171729,143566,100,100,
provincia,1,040000,Arequipa,040600,Condesuyos,98.182,54,55,59.498,1.818,1,0.0,0,1777266000470,140000,140100,140101,15,8773,6861,100,100,
provincia,1,050000,Ayacucho,050200,Cangallo,100.0,112,112,64.004,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,18832,14332,100,100,
provincia,1,050000,Ayacucho,050300,Huanta,99.288,279,281,64.598,0.712,2,0.0,0,1777266000470,140000,140100,140101,15,50504,39586,100,100,
provincia,1,050000,Ayacucho,050400,La Mar,99.561,227,228,61.612,0.439,1,0.0,0,1777266000470,140000,140100,140101,15,38095,28481,100,100,
provincia,1,050000,Ayacucho,050600,Parinacochas,100.0,77,77,58.766,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,11933,9001,100,100,
provincia,1,050000,Ayacucho,050500,Lucanas,100.0,158,158,60.771,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,24328,18686,100,100,
provincia,1,050000,Ayacucho,050700,Víctor Fajardo,100.0,80,80,54.286,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,11096,8371,100,100,
provincia,1,050000,Ayacucho,050800,Huanca Sancos,100.0,34,34,58.89,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,4965,3886,100,100,
provincia,1,050000,Ayacucho,051100,Sucre,100.0,37,37,57.015,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,5104,3731,100,100,
provincia,1,050000,Ayacucho,051000,Páucar Del Sara Sara,100.0,34,34,61.47,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,4933,3886,100,100,
provincia,1,050000,Ayacucho,050900,Vilcas Huamán,97.222,70,72,59.046,2.778,2,0.0,0,1777266000470,140000,140100,140101,15,11028,7934,100,100,
provincia,1,060000,Cajamarca,060200,Cajabamba,97.727,215,220,62.267,2.273,5,0.0,0,1777266000470,140000,140100,140101,15,39321,26792,100,100,
provincia,1,060000,Cajamarca,060300,Celendín,94.815,256,270,55.603,5.185,14,0.0,0,1777266000470,140000,140100,140101,15,40367,30980,100,100,
provincia,1,060000,Cajamarca,060400,Contumaza,95.122,78,82,64.039,4.878,4,0.0,0,1777266000470,140000,140100,140101,15,14519,11188,100,100,
provincia,1,060000,Cajamarca,060100,Cajamarca,98.041,1001,1021,76.684,1.959,20,0.0,0,1777266000470,140000,140100,140101,15,227577,183356,100,100,
provincia,1,060000,Cajamarca,060500,Cutervo,97.113,370,381,58.915,2.887,11,0.0,0,1777266000470,140000,140100,140101,15,63594,48812,100,100,
provincia,1,060000,Cajamarca,060600,Chota,95.914,446,465,62.489,4.086,19,0.0,0,1777266000470,140000,140100,140101,15,82466,66024,100,100,
provincia,1,060000,Cajamarca,060700,Hualgayoc,94.697,250,264,65.725,5.303,14,0.0,0,1777266000470,140000,140100,140101,15,50038,38096,100,100,
provincia,1,060000,Cajamarca,060800,Jaén,98.682,599,607,69.271,1.318,8,0.0,0,1777266000470,140000,140100,140101,15,119652,95903,100,100,
provincia,1,060000,Cajamarca,060900,Santa Cruz,91.27,115,126,53.739,8.73,11,0.0,0,1777266000470,140000,140100,140101,15,18332,14444,100,100,
provincia,1,060000,Cajamarca,061000,San Miguel,95.625,153,160,63.988,4.375,7,0.0,0,1777266000470,140000,140100,140101,15,27133,20906,100,100,
provincia,1,060000,Cajamarca,061100,San Ignacio,98.775,403,408,66.048,1.225,5,0.0,0,1777266000470,140000,140100,140101,15,76178,59352,100,100,
provincia,1,060000,Cajamarca,061200,San Marcos,98.148,159,162,65.452,1.852,3,0.0,0,1777266000470,140000,140100,140101,15,27923,20707,100,100,
provincia,1,060000,Cajamarca,061300,San Pablo,100.0,74,74,68.691,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,13938,11154,100,100,
provincia,1,070000,Cusco,070200,Acomayo,96.25,77,80,69.165,3.75,3,0.0,0,1777266000470,140000,140100,140101,15,14784,11760,100,100,
provincia,1,070000,Cusco,070100,Cusco,96.902,1220,1259,77.73,3.098,39,0.0,0,1777266000470,140000,140100,140101,15,287656,251407,100,100,
provincia,1,070000,Cusco,070300,Anta,94.33,183,194,73.305,5.67,11,0.0,0,1777266000470,140000,140100,140101,15,40213,30670,100,100,
provincia,1,070000,Cusco,070400,Calca,99.061,211,213,73.545,0.939,2,0.0,0,1777266000470,140000,140100,140101,15,43676,33958,100,100,
provincia,1,070000,Cusco,070500,Canas,99.153,117,118,69.703,0.847,1,0.0,0,1777266000470,140000,140100,140101,15,21861,17943,100,100,
provincia,1,070000,Cusco,070600,Canchis,99.31,288,290,75.725,0.69,2,0.0,0,1777266000470,140000,140100,140101,15,63210,53656,100,100,
provincia,1,070000,Cusco,070700,Chumbivilcas,100.0,236,236,67.112,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,43609,33494,100,100,
provincia,1,070000,Cusco,070800,Espinar,99.078,215,217,74.981,0.922,2,0.0,0,1777266000470,140000,140100,140101,15,45932,38106,100,100,
provincia,1,070000,Cusco,070900,La Convención,92.563,585,632,57.24,7.437,47,0.0,0,1777266000470,140000,140100,140101,15,102158,81390,100,100,
provincia,1,070000,Cusco,071000,Paruro,97.143,102,105,65.456,2.857,3,0.0,0,1777266000470,140000,140100,140101,15,18325,13349,100,100,
provincia,1,070000,Cusco,071100,Paucartambo,94.406,135,143,70.69,5.594,8,0.0,0,1777266000470,140000,140100,140101,15,28172,21626,100,100,
provincia,1,080000,Huancavelica,080100,Huancavelica,95.833,368,384,65.838,4.167,16,0.0,0,1777266000470,140000,140100,140101,15,69319,57285,100,100,
provincia,1,070000,Cusco,071200,Quispicanchi,95.307,264,277,72.2,4.693,13,0.0,0,1777266000470,140000,140100,140101,15,56331,45408,100,100,
provincia,1,070000,Cusco,071300,Urubamba,96.347,211,219,75.024,3.653,8,0.0,0,1777266000470,140000,140100,140101,15,47001,37866,100,100,
provincia,1,080000,Huancavelica,080200,Acobamba,93.706,134,143,56.905,6.294,9,0.0,0,1777266000470,140000,140100,140101,15,21485,17198,100,100,
provincia,1,080000,Huancavelica,080300,Angaraes,95.652,154,161,62.603,4.348,7,0.0,0,1777266000470,140000,140100,140101,15,26883,20735,100,100,
provincia,1,080000,Huancavelica,080400,Castrovirreyna,97.101,67,69,57.185,2.899,2,0.0,0,1777266000470,140000,140100,140101,15,9702,7726,100,100,
provincia,1,080000,Huancavelica,080500,Tayacaja,95.82,298,311,61.949,4.18,13,0.0,0,1777266000470,140000,140100,140101,15,51785,40324,100,100,
provincia,1,080000,Huancavelica,080600,Huaytara,96.429,81,84,53.324,3.571,3,0.0,0,1777266000470,140000,140100,140101,15,11629,8987,100,100,
provincia,1,080000,Huancavelica,080700,Churcampa,91.736,111,121,54.526,8.264,10,0.0,0,1777266000470,140000,140100,140101,15,16955,12916,100,100,
provincia,1,090000,Huánuco,090100,Huánuco,97.203,834,858,72.091,2.797,24,0.0,0,1777266000470,140000,140100,140101,15,177668,145110,100,100,
provincia,1,090000,Huánuco,090200,Ambo,91.954,160,174,64.798,8.046,14,0.0,0,1777266000470,140000,140100,140101,15,31616,24094,100,100,
provincia,1,090000,Huánuco,090300,Dos De Mayo,100.0,120,120,56.996,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,18289,13822,100,100,
provincia,1,090000,Huánuco,090600,Leoncio Prado,94.859,369,389,67.9,5.141,20,0.0,0,1777266000470,140000,140100,140101,15,76225,58868,100,100,
provincia,1,090000,Huánuco,090400,Huamalies,100.0,173,173,59.377,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,28178,20766,100,100,
provincia,1,090000,Huánuco,090500,Marañón,94.681,89,94,56.815,5.319,5,0.0,0,1777266000470,140000,140100,140101,15,13694,9522,100,100,
provincia,1,090000,Huánuco,090700,Pachitea,90.964,151,166,57.444,9.036,15,0.0,0,1777266000470,140000,140100,140101,15,26568,20024,100,100,
provincia,1,090000,Huánuco,090800,Puerto Inca,98.319,117,119,59.756,1.681,2,0.0,0,1777266000470,140000,140100,140101,15,19812,13242,100,100,
provincia,1,090000,Huánuco,090900,Huacaybamba,100.0,55,55,49.476,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,6799,4494,100,100,
provincia,1,090000,Huánuco,091100,Yarowilca,86.207,100,116,42.592,13.793,16,0.0,0,1777266000470,140000,140100,140101,15,13243,10529,100,100,
provincia,1,090000,Huánuco,091000,Lauricocha,81.818,63,77,39.965,18.182,14,0.0,0,1777266000470,140000,140100,140101,15,8443,6783,100,100,
provincia,1,100000,Ica,100100,Ica,96.783,1083,1119,78.877,3.217,36,0.0,0,1777266000470,140000,140100,140101,15,258541,219173,100,100,
provincia,1,100000,Ica,100200,Chincha,94.164,597,634,78.286,5.836,37,0.0,0,1777266000470,140000,140100,140101,15,145651,118028,100,100,
provincia,1,100000,Ica,100300,Nasca,94.954,207,218,74.251,5.046,11,0.0,0,1777266000470,140000,140100,140101,15,46799,38438,100,100,
provincia,1,100000,Ica,100400,Pisco,93.662,399,426,76.924,6.338,27,0.0,0,1777266000470,140000,140100,140101,15,95625,77286,100,100,
provincia,1,100000,Ica,100500,Palpa,95.652,44,46,75.173,4.348,2,0.0,0,1777266000470,140000,140100,140101,15,9647,7708,100,100,
provincia,1,110000,Junín,110100,Huancayo,98.363,1562,1588,76.504,1.637,26,0.0,0,1777266000470,140000,140100,140101,15,355856,305570,100,100,
provincia,1,110000,Junín,110200,Concepción,97.34,183,188,68.555,2.66,5,0.0,0,1777266000470,140000,140100,140101,15,35700,27742,100,100,
provincia,1,110000,Junín,110300,Jauja,99.254,266,268,74.304,0.746,2,0.0,0,1777266000470,140000,140100,140101,15,54714,44170,100,100,
provincia,1,110000,Junín,110400,Junín,100.0,64,64,68.927,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,12728,9860,100,100,
provincia,1,110000,Junín,110500,Tarma,98.473,258,262,74.877,1.527,4,0.0,0,1777266000470,140000,140100,140101,15,56720,43147,100,100,
provincia,1,110000,Junín,110700,Satipo,92.844,506,545,61.337,7.156,39,0.0,0,1777266000470,140000,140100,140101,15,94970,69051,100,100,
provincia,1,110000,Junín,110600,Yauli,98.095,103,105,70.166,1.905,2,0.0,0,1777266000470,140000,140100,140101,15,21106,17541,100,100,
provincia,1,110000,Junín,110800,Chanchamayo,95.842,461,481,66.418,4.158,20,0.0,0,1777266000470,140000,140100,140101,15,91582,69446,100,100,
provincia,1,120000,La Libertad,120100,Trujillo,98.105,2795,2849,76.991,1.895,54,0.0,0,1777266000470,140000,140100,140101,15,652265,556409,100,100,
provincia,1,110000,Junín,110900,Chupaca,96.316,183,190,73.561,3.684,7,0.0,0,1777266000470,140000,140100,140101,15,40184,32423,100,100,
provincia,1,120000,La Libertad,120200,Bolívar,100.0,48,48,47.406,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,6095,4059,100,100,
provincia,1,120000,La Libertad,120300,Sánchez Carrión,100.0,428,428,66.509,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,82009,56186,100,100,
provincia,1,120000,La Libertad,120400,Otuzco,96.578,254,263,65.675,3.422,9,0.0,0,1777266000470,140000,140100,140101,15,48586,33390,100,100,
provincia,1,120000,La Libertad,120500,Pacasmayo,97.945,286,292,75.984,2.055,6,0.0,0,1777266000470,140000,140100,140101,15,64961,50264,100,100,
provincia,1,120000,La Libertad,120600,Pataz,87.444,195,223,51.078,12.556,28,0.0,0,1777266000470,140000,140100,140101,15,31687,20625,100,100,
provincia,1,120000,La Libertad,120800,Ascope,97.384,335,344,76.558,2.616,9,0.0,0,1777266000470,140000,140100,140101,15,76271,59601,100,100,
provincia,1,120000,La Libertad,120700,Santiago De Chuco,100.0,155,155,64.749,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,28092,19653,100,100,
provincia,1,120000,La Libertad,120900,Chepén,97.917,235,240,75.502,2.083,5,0.0,0,1777266000470,140000,140100,140101,15,53453,41748,100,100,
provincia,1,120000,La Libertad,121100,Gran Chimú,100.0,83,83,65.325,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,15465,10631,100,100,
provincia,1,120000,La Libertad,121000,Julcán,92.553,87,94,59.093,7.447,7,0.0,0,1777266000470,140000,140100,140101,15,15639,10732,100,100,
provincia,1,130000,Lambayeque,130100,Chiclayo,98.745,2361,2391,77.081,1.255,30,0.0,0,1777266000470,140000,140100,140101,15,543583,454366,100,100,
provincia,1,130000,Lambayeque,130200,Ferreñafe,99.672,304,305,70.127,0.328,1,0.0,0,1777266000470,140000,140100,140101,15,61242,47523,100,100,
provincia,1,130000,Lambayeque,130300,Lambayeque,99.217,887,894,78.866,0.783,7,0.0,0,1777266000470,140000,140100,140101,15,204117,158260,100,100,
provincia,1,120000,La Libertad,121200,Virú,98.587,279,283,78.83,1.413,4,0.0,0,1777266000470,140000,140100,140101,15,66120,49993,100,100,
provincia,1,140000,Lima,140100,Lima,96.143,25351,26368,76.946,3.857,1017,0.0,0,1777266000470,140000,140100,140101,15,6019138,5350731,100,100,
provincia,1,140000,Lima,140200,Cajatambo,100.0,24,24,56.708,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,3428,2518,100,100,
provincia,1,140000,Lima,140300,Canta,97.872,46,47,76.603,2.128,1,0.0,0,1777266000470,140000,140100,140101,15,9822,7652,100,100,
provincia,1,140000,Lima,140400,Cañete,91.467,611,668,76.193,8.533,57,0.0,0,1777266000470,140000,140100,140101,15,148506,123079,100,100,
provincia,1,140000,Lima,140500,Huaura,99.237,650,655,77.668,0.763,5,0.0,0,1777266000470,140000,140100,140101,15,149358,123397,100,100,
provincia,1,140000,Lima,140600,Huarochirí,100.0,342,342,74.492,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,71656,59663,100,100,
provincia,1,140000,Lima,140900,Barranca,99.282,415,418,76.833,0.718,3,0.0,0,1777266000470,140000,140100,140101,15,94233,75949,100,100,
provincia,1,140000,Lima,140700,Yauyos,98.246,112,114,56.86,1.754,2,0.0,0,1777266000470,140000,140100,140101,15,15698,12531,100,100,
provincia,1,140000,Lima,140800,Huaral,99.464,557,560,79.59,0.536,3,0.0,0,1777266000470,140000,140100,140101,15,129557,105201,100,100,
provincia,1,140000,Lima,141000,Oyón,96.078,49,51,67.522,3.922,2,0.0,0,1777266000470,140000,140100,140101,15,8892,6824,100,100,
provincia,1,150000,Loreto,150100,Maynas,84.069,1124,1337,54.138,15.931,213,0.0,0,1777266000470,140000,140100,140101,15,212775,169933,100,100,
provincia,1,150000,Loreto,150300,Loreto,85.859,170,198,44.187,14.141,28,0.0,0,1777266000470,140000,140100,140101,15,25067,18379,100,100,
provincia,1,150000,Loreto,150400,Requena,82.199,157,191,42.475,17.801,34,0.0,0,1777266000470,140000,140100,140101,15,22944,18165,100,100,
provincia,1,150000,Loreto,150500,Ucayali,85.87,158,184,41.521,14.13,26,0.0,0,1777266000470,140000,140100,140101,15,21264,15011,100,100,
provincia,1,150000,Loreto,150600,Mariscal Ramón Castilla,81.633,160,196,41.322,18.367,36,0.0,0,1777266000470,140000,140100,140101,15,22962,11960,100,100,
provincia,1,150000,Loreto,150200,Alto Amazonas,100.0,362,362,62.406,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,65787,47564,100,100,
provincia,1,150000,Loreto,150900,Putumayo,90.0,27,30,30.289,10.0,3,0.0,0,1777266000470,140000,140100,140101,15,2361,1817,100,100,
provincia,1,160000,Madre De Dios,160100,Tambopata,95.274,383,402,69.544,4.726,19,0.0,0,1777266000470,140000,140100,140101,15,81768,64087,100,100,
provincia,1,160000,Madre De Dios,160300,Tahuamanú,100.0,37,37,66.204,0.0,0,0.0,0,1777266000470,140000,140100,140101,15,6970,4939,100,100,
provincia,1,150000,Loreto,150700,Datem Del Marañón,98.995,197,199,44.629,1.005,2,0.0,0,1777266000470,140000,140100,140101,15,23279,16338,100,100,
provincia,1,160000,Madre De Dios,160200,Manú,92.647,63,68,54.401,7.353,5,0.0,0,1777266000470,140000,140100,140101,15,10593,8020,100,100,
provincia,1,170000,Moquegua,170100,Mariscal Nieto,98.94,280,283,80.227,1.06,3,0.0,0,1777266000470,140000,140100,140101,15,64933,57036,100,100,
provincia,1,170000,Moquegua,170200,General Sánchez Cerro,95.161,59,62,65.714,4.839,3,0.0,0,1777266000470,140000,140100,140101,15,10260,8392,100,100,
provincia,1,170000,Moquegua,170300,Ilo,93.133,217,233,75.108,6.867,16,0.0,0,1777266000470,140000,140100,140101,15,51132,44379,100,100,
provincia,1,180000,Pasco,180100,Pasco,97.354,368,378,66.616,2.646,10,0.0,0,1777266000470,140000,140100,140101,15,71522,59338,100,100,
