codigoMesa,sanchez,aliaga
050916,3,82
050981,1,80
051066,4,57
051071,0,0
051081,4,42
051285,2,60
051370,5,68
051399,2,69
051402,1,76
051465,4,88
051473,4,102
051476,0,98
051477,3,80
051478,0,109
051566,0,171
051588,2,54
051624,0,77
051629,2,85
051645,4,86
051653,1,74
051839,3,57
051949,0,59
051953,1,80
052309,8,30
052701,13,28
052710,4,22
052713,5,28
052715,8,27
052839,3,25
053326,1,69
053542,2,63
053582,5,68
053649,2,59
053759,7,26
053923,5,31
053924,5,38
054401,6,27
054436,2,28
054453,5,30
054697,10,20
054708,9,27
054907,2,35
054909,0,47
054911,4,22
054919,2,24
054920,6,38
054921,8,42
054927,6,39
054930,2,22
054936,8,36
054939,13,59
054943,10,85
054970,4,66
054994,14,32
054998,19,32
055000,15,46
055003,0,49
055006,13,52
055013,8,38
055170,5,22
055196,6,35
055197,9,34
055201,8,36
055203,4,32
055212,5,45
055239,1,47
055258,9,23
055269,1,39
055271,6,30
055339,7,36
055344,5,54
055367,5,56
055393,2,55
055401,1,57
055405,5,50
055424,6,41
055448,2,38
055457,4,57
055464,6,62
055484,3,54
055486,2,51
055489,2,59
055517,8,41
055537,9,46
055625,4,30
055627,6,20
055637,16,38
055640,5,38
055645,6,38
055708,2,46
055757,6,44
055763,9,44
055768,3,48
055769,12,27
055775,4,33
055783,3,30
055787,0,28
055808,5,42
055876,2,33
055893,1,47
055920,5,30
055925,3,34
055926,7,23
055927,7,37
055928,8,35
055950,0,15
055957,8,26
056919,7,20
057196,7,20
057305,3,54
057319,6,8
057338,6,14
057803,16,12
058397,10,18
058522,8,13
058524,13,2
058750,3,45
058771,9,43
058773,4,31
058774,8,41
058902,9,26
058910,11,29
058917,20,35
058921,11,28
058928,5,25
058936,10,37
058943,0,36
058948,7,35
058978,9,22
058979,9,19
058990,19,20
058994,13,35
059134,2,170
059257,2,63
059468,6,27
059472,4,22
059479,4,28
059484,3,39
059485,4,20
059503,6,31
059504,3,32
059525,4,35
059549,2,36
059555,9,26
059567,2,29
059574,3,29
059585,3,26
059591,5,37
059605,5,14
059629,6,30
059633,4,36
059634,6,29
059640,4,35
059642,7,28
059671,5,27
059674,6,29
059680,4,35
059681,11,24
059683,1,26
059685,4,23
059715,5,25
059721,3,28
059731,3,3
059736,4,29
059745,3,38
059746,1,39
059802,3,25
059803,4,25
059804,4,22
059821,13,16
059920,4,36
059962,2,35
059966,0,18
059981,0,33
060006,9,34
060046,2,25
060055,2,19
060157,13,26
060158,9,19
060161,7,28
060209,7,28
060215,12,34
060239,2,21
060241,9,19
060244,10,27
060249,5,24
060420,4,47
060427,4,30
060471,9,2
060492,4,35
060498,2,31
060499,7,31
060528,7,32
060554,6,22
060565,2,18
060569,5,24
060579,1,17
060595,9,37
060635,5,38
060690,2,32
061075,2,38
061096,3,38
061124,0,0
061195,3,25
061504,7,36
061616,10,34
061653,0,0
062081,4,34
062217,29,13
062226,19,6
062249,10,8
062252,24,9
062254,25,8
062258,6,24
062259,18,8
062260,22,9
062266,5,21
062269,16,5
062270,14,16
062276,21,33
062297,9,25
062301,4,32
062315,7,18
062333,13,28
062336,13,21
062348,3,15
062351,13,18
062353,13,16
062395,11,16
062406,0,26
062444,10,22
062454,16,19
062488,16,15
062490,12,0
062500,17,14
062510,22,7
062511,11,15
062519,12,12
062521,23,22
062522,27,10
062528,14,19
062532,25,12
062533,21,17
062555,18,0
062574,10,13
062581,22,8
062584,13,15
062601,8,13
062605,16,13
062694,17,12
062702,7,15
062709,16,21
062710,21,11
062719,14,8
062727,22,16
062744,23,16
062745,12,16
062752,15,10
062754,19,16
062766,19,4
062772,14,20
062798,11,13
062804,10,16
062813,16,13
062831,14,22
062879,11,27
062907,11,14
062951,8,19
063029,5,20
063077,4,23
063080,12,29
063088,9,31
063103,20,5
063104,27,4
063118,2,4
063192,8,19
063204,7,20
063257,15,20
063275,16,11
063295,18,10
063311,21,6
063324,11,13
063329,15,16
063330,12,26
063362,15,12
063397,10,16
063398,10,21
063405,13,13
063410,10,11
063480,15,10
063483,17,10
063493,0,8
063498,17,6
063521,33,3
063555,21,7
063604,14,2
063615,16,17
063626,18,37
063627,16,2
063634,25,14
063636,24,34
063664,18,16
063674,16,13
063677,10,11
063679,13,12
063685,31,6
063686,21,9
063689,25,14
063691,30,14
063692,35,11
063738,21,20
063748,10,10
063769,21,3
063850,9,3
063858,17,18
063861,13,10
063862,9,17
063981,18,28
064040,9,0
064044,0,11
064046,25,18
064073,4,2
064085,29,16
064159,18,16
064170,27,17
064186,9,8
064226,21,10
064228,17,17
064230,12,17
064242,16,19
064252,19,26
064285,31,10
064291,24,16
064292,9,11
064307,21,11
064315,20,30
064379,14,15
064388,6,12
064531,21,28
064558,11,25
064561,13,23
064569,0,28
064574,16,17
064593,9,12
064601,6,21
064609,14,19
064644,7,9
064646,0,13
064686,14,21
064690,16,15
064694,17,23
064807,12,14
064817,19,13
064823,1,14
064837,20,2
064911,6,14
064931,14,17
064963,9,6
064971,7,10
064978,3,0
064988,4,15
064993,7,14
064999,5,20
065016,4,16
065031,4,8
065032,2,12
065034,8,16
065039,8,20
065067,8,11
065068,6,18
065069,4,17
065096,4,31
065101,0,11
065104,6,10
065107,2,22
065109,4,11
065113,7,17
065140,1,17
065154,4,21
065160,11,10
065173,6,19
065175,6,18
065177,3,18
065189,8,12
065192,5,11
065202,3,19
065209,11,25
065226,6,17
065232,4,10
065257,4,29
065259,6,17
065273,8,11
065285,5,26
065286,4,13
065329,4,19
065336,2,11
065350,4,16
065357,6,20
065364,4,19
065370,1,21
065371,4,16
065384,1,2
065396,8,4
065398,5,5
065402,3,1
065407,8,3
065412,17,1
065413,8,1
065415,4,2
065424,5,2
065429,12,0
065452,9,12
065463,3,12
065464,8,3
065468,6,16
065469,9,13
065473,6,5
065479,8,8
065480,12,7
065489,2,26
065496,5,11
065497,2,31
065499,3,16
065502,3,9
065510,5,2
065512,1,2
065540,4,16
065541,7,7
065542,3,11
065544,1,0
065548,5,10
065549,5,8
065581,10,12
065582,4,4
065585,11,7
065586,6,23
065589,5,2
065590,8,8
065615,4,7
065657,9,11
065660,8,13
065681,1,7
065688,4,7
065698,2,10
065711,8,11
065715,5,5
065722,8,9
065728,6,12
065732,4,14
065744,5,6
065746,5,5
065750,2,4
065752,1,7
065769,7,7
065770,3,0
065774,3,13
065777,7,11
065809,5,9
065820,6,1
065826,8,8
065828,3,14
065832,4,7
065833,7,8
065836,7,8
065838,4,13
065840,3,10
065853,7,10
065854,3,12
065857,6,0
065866,6,14
065870,5,7
065880,8,11
065884,6,9
065890,9,10
065891,8,12
065894,2,12
065903,6,10
065904,3,4
065905,3,9
065939,7,12
065943,7,11
065956,7,8
065982,4,5
065988,8,13
065999,6,13
066005,6,4
066009,7,12
066011,9,8
066012,11,8
066013,9,0
066014,6,6
066018,5,12
066019,4,9
066023,8,12
066034,7,7
066042,5,5
066043,6,10
066044,5,16
066045,9,6
066046,6,9
066053,3,7
066059,8,12
066060,6,4
066064,9,4
066066,2,7
066081,7,7
066085,2,2
066111,4,4
066112,2,5
066113,5,7
066118,4,9
066137,6,3
066138,10,8
066140,3,0
066148,4,7
066169,3,7
066172,2,5
066174,8,6
066179,4,5
066190,15,12
066198,5,8
066213,9,11
066215,7,7
066223,5,2
066225,3,1
066228,3,4
066230,1,7
066236,7,8
066238,7,6
066244,4,16
066247,6,8
066250,9,10
066257,9,7
066263,8,7
066297,18,8
066304,26,11
066312,19,1
066327,4,8
066336,31,3
066350,27,9
066355,20,15
066356,10,5
066357,17,14
066370,30,9
066372,2,14
066378,20,10
066384,22,6
066395,20,7
066422,28,10
066435,19,13
066446,13,9
066466,26,7
066472,25,1
066480,56,4
066488,59,2
066495,44,4
066542,33,15
066556,22,0
066565,2,0
066567,41,1
066571,37,1
066597,17,12
066601,6,2
066619,13,10
066630,6,7
066632,9,6
066649,2,1
066650,12,6
066670,7,0
066671,23,0
066673,13,0
066692,2,3
066693,6,2
066695,22,4
066698,0,1
066702,17,3
066714,19,2
066723,14,0
066725,17,0
066727,19,5
066729,9,3
066770,29,1
066771,30,7
066774,32,9
066777,25,6
066778,29,5
066784,5,3
066822,10,1
066825,4,4
066836,3,3
066843,0,10
066850,15,15
066858,24,4
066866,17,0
066871,20,1
066874,13,2
066878,18,4
066889,2,29
066898,1,13
066901,9,26
066913,2,0
066915,0,2
066916,1,3
066917,2,0
066919,19,6
066920,18,16
066935,12,12
066940,16,7
066943,22,11
066953,14,9
066954,11,11
066960,20,0
066972,15,5
066982,24,1
066985,22,0
066988,16,2
066993,24,5
066999,20,0
067007,0,2
067008,6,0
067012,6,0
067016,0,1
067040,7,2
067047,3,2
067064,9,10
067065,11,6
067070,8,4
067076,3,10
067086,4,3
067099,8,6
067107,8,7
067111,2,4
067116,7,4
067117,7,3
067120,10,4
067124,1,10
067127,4,0
067131,8,0
067142,2,0
067144,6,1
067155,3,3
067163,2,6
067183,9,7
067184,0,4
067194,1,11
067196,4,5
067203,3,3
067207,1,3
067208,2,5
067214,4,3
067215,0,5
067217,5,1
067224,2,8
067237,33,4
067238,38,6
067244,36,10
067255,46,4
067282,7,0
067319,17,0
067326,19,1
067343,26,1
067367,0,0
067371,0,0
067374,1,0
067387,31,12
067389,37,4
067408,50,10
067411,35,12
067415,24,8
067421,42,6
067422,22,9
067439,41,7
067444,28,12
067448,32,8
067464,7,11
067474,42,6
067476,38,15
067495,27,5
067497,22,5
067512,36,3
067517,27,15
067518,24,6
067589,43,6
067590,34,7
067591,33,7
067602,0,7
067617,23,7
067618,11,4
067644,33,8
067655,46,5
067656,29,8
067666,61,2
067669,55,2
067674,44,1
067676,33,4
067721,4,4
067723,49,4
067726,49,3
067731,35,7
067745,59,1
067746,69,1
067747,43,1
067774,54,0
067789,38,2
067790,50,3
067792,54,2
067803,54,3
067812,38,3
067885,15,9
067892,15,15
067897,28,2
067974,23,11
067998,61,1
068044,30,14
068116,14,4
068128,22,2
068145,67,0
068163,58,4
068181,32,5
068190,17,6
068201,14,12
068212,11,12
068214,3,5
068216,10,8
068224,8,19
068229,13,20
068243,18,14
068246,20,15
068250,14,20
068252,26,13
068309,21,4
068381,23,22
068394,52,2
068411,1,42
068415,25,7
068416,30,15
068447,20,9
068458,28,3
068512,38,5
068522,15,8
068553,56,1
068566,26,2
068582,44,2
068617,25,1
068625,8,6
068645,21,2
068653,25,14
068656,25,8
068666,8,2
068667,27,2
068689,14,6
068694,22,7
068698,22,10
068703,22,17
068737,19,9
068740,18,8
068743,8,6
068746,17,1
068834,46,1
068838,28,6
068855,57,3
068886,9,41
068898,16,29
068902,9,35
068908,7,29
068910,9,42
068916,10,7
068928,11,38
068941,21,3
068949,16,24
068981,24,4
069001,5,0
069006,22,2
069064,12,10
069088,28,35
069090,22,30
069107,11,9
069109,29,6
069115,14,3
069132,53,33
069151,47,4
069167,24,5
069199,7,32
069217,4,28
069219,5,40
069221,1,25
069225,5,64
069241,15,35
069256,7,52
069264,3,59
069274,4,39
069308,10,35
069369,10,26
069389,5,42
069401,8,35
069402,8,26
069407,9,40
069441,10,33
069446,3,4
069457,10,37
069491,12,61
069541,7,33
069548,10,19
069581,6,31
069583,8,27
069595,4,34
069600,7,29
069603,8,34
069604,3,44
069610,4,55
069618,4,56
069623,9,50
069625,5,63
069632,4,46
069633,5,42
069643,8,31
069664,6,28
069691,12,48
069701,10,33
069764,3,17
069767,8,13
069797,0,7
069809,5,31
069818,9,19
069829,3,15
069831,3,13
069832,5,29
069839,9,16
069840,5,13
069876,6,25
069881,16,14
069900,14,37
069915,7,7
069931,21,12
069939,7,29
069948,10,8
069950,15,11
069962,7,8
069992,10,26
069993,5,24
070012,11,15
070016,18,22
070017,6,0
070034,0,17
070053,7,4
070067,14,14
070083,16,21
070084,9,19
070085,10,18
070094,4,14
070106,6,8
070163,11,8
070173,7,7
070175,18,4
070184,5,11
070207,11,0
070234,10,14
070239,9,10
070241,7,9
070247,11,12
070250,13,10
070296,20,3
070329,2,3
070339,32,4
070352,60,12
070368,31,2
070443,19,2
070454,14,1
070471,41,2
070475,30,4
070476,20,6
070500,39,5
070501,24,6
070510,55,2
070516,54,11
070517,39,5
070518,3,2
070528,62,7
070542,28,2
070548,47,5
070578,7,1
070579,11,5
070586,10,6
070588,10,3
070604,16,7
070605,14,2
070620,13,5
070623,13,2
070624,16,4
070630,17,6
070641,5,4
070643,5,3
070647,12,2
070650,11,3
070654,19,2
070659,9,0
070665,12,6
070685,7,2
070703,8,1
070709,12,4
070711,16,1
070731,12,15
070737,8,8
070739,21,5
070741,18,6
070748,13,4
070753,7,1
070809,56,3
070825,67,1
070839,48,0
070846,27,1
070850,6,0
070912,7,15
070925,12,19
070926,7,12
070944,20,8
070960,12,31
070968,11,27
070969,9,10
070972,11,15
070975,15,14
071000,10,26
071006,7,15
071009,7,20
071011,6,10
071022,14,8
071026,13,11
071029,17,17
071030,12,12
071040,8,14
071042,11,14
071047,1,3
071064,3,9
071066,5,18
071070,15,14
071076,8,1
071080,14,12
071084,12,11
071090,2,22
071093,17,3
071104,16,24
071107,9,8
071115,14,18
071142,10,13
071147,11,0
071148,9,5
071150,12,19
071174,19,16
071190,12,11
071192,15,19
071230,10,1
071237,9,12
071248,9,12
071249,5,10
071263,32,3
071264,41,1
071281,68,2
071283,79,7
071289,5,0
071349,47,1
071364,11,2
071414,46,5
071423,71,0
071431,46,1
071437,53,0
071444,29,2
071449,60,2
071512,51,5
071514,20,4
071516,26,5
071525,3,4
071528,29,3
071549,29,4
071559,70,2
071579,54,4
071591,48,2
071605,40,1
071662,48,6
071676,87,0
071682,45,5
071683,66,0
071687,82,0
071693,28,0
071713,40,0
071717,44,2
071722,44,2
071732,80,3
071734,51,1
071739,33,1
071781,52,3
071784,74,1
071786,88,2
071787,97,3
071823,8,10
071824,6,15
071836,9,8
071838,14,16
071846,6,13
071866,14,7
071869,7,4
071870,1,5
071875,8,8
071877,5,7
071979,11,14
071981,7,9
071983,6,3
071998,5,5
072005,7,11
072013,7,13
072027,6,11
072036,14,10
072053,8,9
072071,13,8
072093,35,2
072114,21,5
072133,21,7
072136,20,5
072140,20,8
072141,36,6
072144,31,8
072147,20,12
072159,49,1
072188,31,7
072194,19,6
072196,27,6
072252,59,1
072267,49,11
072282,6,2
072309,16,3
072323,12,15
072325,5,19
072326,11,11
072366,14,9
072380,10,5
072388,3,7
072390,13,9
072399,11,4
072406,10,8
072413,10,0
072427,9,13
072491,11,11
072496,12,10
072535,22,5
072685,8,9
072691,10,22
072695,2,19
072723,7,13
072739,8,21
072756,7,20
072779,4,14
072784,0,8
072786,4,11
072879,13,10
072902,13,10
072917,11,9
072918,8,12
072940,16,18
072941,2,15
072950,5,10
072997,3,12
073000,12,23
073010,7,34
073063,7,14
073076,13,6
073099,12,5
073107,8,4
073109,12,2
073116,11,14
073122,8,8
073123,5,10
073127,5,10
073134,9,13
073149,8,13
073189,8,8
073200,3,0
073210,5,7
073215,7,0
073223,3,1
073254,15,8
073258,7,3
073271,5,5
073272,10,5
073277,0,5
073325,5,2
073334,13,4
073337,9,7
073362,9,0
073390,17,8
073392,8,7
073409,11,5
073540,10,0
073568,3,5
073577,4,5
073582,4,8
073632,3,8
073641,6,7
073696,7,7
073707,6,7
073710,6,14
073715,2,10
073716,8,15
073721,9,9
073733,9,8
073737,10,0
073744,10,12
073754,9,9
073762,2,4
073763,10,7
073788,6,7
073833,6,9
073836,4,10
073853,8,9
073855,5,8
073860,5,16
073870,9,19
073873,10,13
073890,9,6
073916,18,10
073918,10,9
073924,7,7
073926,19,4
073934,7,4
073938,14,2
073943,6,7
073944,5,5
073957,10,4
073973,20,3
073982,11,2
074061,20,2
074201,27,10
074358,19,2
074373,1,11
074392,27,8
074450,78,2
074528,58,0
074551,44,2
074619,29,4
074627,63,0
074649,52,4
074664,26,4
074681,68,1
074724,80,5
074730,58,8
074738,51,0
074739,2,1
074743,1,0
074774,67,0
074788,56,6
074804,63,0
074827,99,0
074829,91,2
074863,88,0
074875,58,0
074941,63,3
074963,62,4
075005,48,4
075047,76,5
075078,9,1
075082,41,1
075105,91,1
075136,73,1
075149,70,1
075153,82,0
075184,54,7
075202,0,2
075231,46,6
075245,108,1
075256,72,2
075271,65,6
075280,2,2
075305,58,0
075385,59,2
075439,1,1
075442,1,3
075452,45,1
075457,66,2
075465,48,2
075519,65,2
075605,45,4
075637,81,3
075668,44,8
075709,45,5
075722,50,0
075723,41,2
075816,78,1
075991,79,0
075999,5,1
076074,40,13
076078,19,7
076142,20,8
076147,21,4
076196,24,5
076198,2,4
076211,23,9
076290,4,7
076303,37,6
076322,18,10
076330,18,5
076422,24,15
076541,22,4
076707,2,1
076774,53,2
076812,31,3
076819,59,0
076844,22,0
076845,33,6
076860,66,4
076861,70,2
076881,77,3
076949,45,0
077082,64,1
077091,69,0
077141,38,0
077180,65,2
077186,65,0
077188,57,0
077189,68,3
077217,21,17
077269,40,5
077299,30,15
077314,35,9
077354,37,14
077384,43,15
077392,52,16
077401,78,5
077402,49,4
077434,3,5
077462,56,4
077475,52,7
077490,52,8
077510,42,8
077524,22,3
077525,26,23
077559,62,19
077578,24,20
077583,71,20
077628,15,8
077642,5,4
077667,41,2
077685,26,8
077700,53,5
077708,36,0
077765,18,6
077772,10,3
077793,80,2
077800,64,2
077831,25,10
077876,17,11
077879,23,1
077902,21,9
077933,63,0
077934,64,4
077943,26,4
077946,44,3
077948,33,4
077949,46,1
077950,32,3
077984,24,2
077991,23,4
078031,24,12
078044,29,10
078079,82,2
078106,58,3
078129,63,2
078174,61,10
078197,9,5
078216,52,1
078218,55,1
078229,62,0
078256,78,4
078273,42,3
078299,66,1
078329,69,3
078342,61,2
078348,58,3
078364,76,1
078388,14,29
078399,11,27
078428,4,15
078462,10,23
078503,8,14
078506,10,28
078507,17,18
078520,8,14
078536,12,18
078545,7,18
078546,8,19
078571,10,22
078605,23,17
078617,28,11
078618,13,20
078624,14,12
078630,18,11
078652,21,2
078692,7,9
078693,12,10
078697,13,16
078715,10,18
078744,13,7
078756,16,21
078772,24,5
078775,23,9
078785,29,4
078808,19,8
078815,18,17
078842,13,14
078846,24,10
078855,16,13
078860,19,13
078878,11,11
078881,15,7
078901,18,18
078904,21,11
078938,57,0
078951,46,16
078952,32,13
078954,41,13
079014,7,9
079031,40,1
079034,56,1
079035,56,5
079043,62,1
079110,28,33
079117,36,9
079167,32,8
079171,53,8
079189,60,1
079195,44,0
079240,54,4
079261,56,6
079275,31,10
079289,22,13
079302,19,7
079347,35,2
079350,4,6
079352,47,12
079353,38,6
079358,47,2
079363,80,2
079373,81,4
079397,46,1
079432,42,6
079465,88,8
079468,45,1
079470,50,0
079501,6,34
079516,10,34
079529,9,15
079538,14,1
079572,11,29
079644,14,16
079676,20,17
079700,10,25
079705,18,2
079714,8,15
079738,3,32
079754,15,31
079783,5,26
079795,12,24
079852,18,26
079873,27,14
079919,26,5
079934,34,10
079940,20,12
079941,29,7
079943,34,6
079978,27,13
080008,18,10
080009,18,2
080045,29,7
080092,28,5
080094,42,4
080106,25,8
080116,33,11
080124,39,12
080171,19,28
080224,31,13
080228,20,6
080248,31,12
080250,29,7
080258,23,10
080262,36,1
080263,27,5
080272,29,7
080301,20,9
080319,9,6
080327,9,12
080401,75,6
080427,49,2
080444,27,2
080449,60,3
080472,32,5
080486,39,3
080505,90,2
080539,7,7
080560,4,7
080579,2,13
080580,2,12
080594,8,6
080595,16,15
080609,6,7
080612,12,12
080614,16,18
080626,18,27
080645,12,13
080647,8,8
080649,9,7
080720,9,7
080785,10,11
080788,20,22
080790,25,14
080794,5,19
080829,10,13
080831,11,10
080832,18,11
080841,17,0
080847,13,10
080857,19,10
080870,11,9
080881,17,7
080883,20,7
080887,9,6
080891,33,5
080892,5,4
080894,0,4
080907,28,9
080923,7,4
080930,13,12
080934,9,8
080956,8,9
080962,10,12
080963,7,14
080972,2,6
080975,17,3
080977,24,7
080980,15,8
081001,3,14
081012,11,11
081015,11,10
081021,5,0
081040,9,13
081050,4,13
081051,13,6
081053,5,10
081055,20,13
081062,78,13
081069,7,5
081097,12,11
081106,21,7
081121,13,8
081133,10,11
081476,3,42
081486,3,29
081989,2,25
082007,3,25
082182,4,15
082287,3,34
083023,0,39
083032,4,48
083060,2,40
083132,5,45
083185,6,21
083229,13,26
083530,18,9
083534,15,12
083535,15,11
083604,11,13
083742,13,24
084045,11,4
084047,12,15
084079,11,11
084081,11,21
084083,12,0
084094,12,19
084098,8,16
084137,7,13
084145,5,14
084155,12,10
084162,7,10
084163,16,15
084173,7,0
084184,9,3
084186,19,14
084187,7,16
084198,17,12
084201,14,13
084208,19,20
084209,21,18
084217,7,2
084218,7,11
084225,4,13
084249,7,13
084254,6,10
084266,6,17
084273,14,13
084277,7,9
084315,7,18
084317,10,14
084318,15,17
084319,11,13
084323,7,7
084334,10,3
084345,10,21
084346,1,19
084361,8,15
084379,5,11
084390,7,9
084393,13,8
084412,6,7
084415,6,13
084417,9,8
084426,5,18
084435,19,14
084447,16,15
084450,13,16
084452,6,15
084457,9,4
084462,12,17
084464,12,20
084467,6,0
084472,21,22
084478,18,13
084480,17,15
084485,3,7
084486,8,9
084492,13,6
084512,12,5
084515,9,13
084521,8,6
084523,6,5
084524,10,9
084546,14,10
084550,10,15
084553,22,9
084559,17,10
084564,12,8
084565,16,15
084597,18,14
084598,22,11
084604,18,14
084615,5,3
084650,14,21
084654,12,12
084656,11,20
084666,7,21
084724,7,10
084746,16,5
084758,15,10
084760,15,4
084765,21,0
084773,8,4
084789,2,5
084794,34,1
084796,22,15
084801,15,7
084809,16,4
084818,26,4
084819,36,2
084834,33,5
084841,24,7
084857,33,1
084880,30,3
084883,21,5
084884,23,4
084889,20,2
084916,22,3
084918,0,0
084922,20,4
084991,14,10
084992,12,5
085031,14,6
085049,8,4
085056,17,5
085068,10,11
085075,12,0
085081,16,4
085083,11,3
085084,10,4
085099,7,8
085101,8,9
085103,13,5
085105,11,3
085111,14,4
085112,8,2
085132,7,3
085133,12,4
085134,8,2
085136,7,0
085138,11,2
085139,13,3
085140,8,4
085158,8,2
085164,67,4
085181,45,11
085195,36,6
085219,43,6
085258,53,5
085270,46,6
085275,45,12
085290,0,12
085298,41,19
085301,45,8
085311,38,5
085328,39,4
085336,70,4
085337,57,3
085338,57,6
085351,67,8
085355,59,5
085364,76,6
085368,75,1
085370,5,2
085372,7,8
085376,20,4
085380,1,8
085383,9,6
085385,13,8
085390,16,0
085401,21,8
085409,21,5
085416,9,5
085417,14,4
085419,13,4
085434,13,2
085450,8,1
085455,9,0
085482,13,2
085493,15,4
085495,16,0
085497,13,0
085513,7,1
085532,2,15
085536,5,17
085540,2,1
085542,4,16
085548,5,24
085555,3,1
085557,4,16
085558,6,12
085563,1,19
085564,7,17
085570,3,20
085585,1,19
085590,5,1
085591,3,15
085593,6,29
085594,1,17
085596,2,15
085603,7,14
085606,5,18
085608,9,17
085610,5,17
085611,1,14
085612,6,16
085616,1,12
085617,8,18
085625,5,17
085626,2,16
085627,5,13
085630,10,19
085631,6,19
085632,3,5
085635,4,13
085640,4,17
085641,11,21
085644,10,16
085646,2,16
085647,2,17
085652,1,18
085660,5,8
085661,2,20
085662,5,19
085668,3,19
085669,8,12
085672,4,16
085679,4,14
085681,1,24
085684,4,15
085686,6,23
085687,4,5
085688,2,14
085690,8,17
085691,1,9
085696,7,19
085697,5,22
085703,0,17
085707,1,23
085713,9,17
085715,1,10
085717,10,15
085721,3,20
085722,5,19
085727,3,18
085732,4,16
085738,4,10
085748,4,23
085750,7,25
085751,5,18
085756,7,23
085757,6,12
085758,5,3
085761,9,18
085766,15,17
085768,5,16
085769,12,21
085770,3,10
085771,7,11
085775,9,6
085781,5,13
085783,7,14
085786,6,16
085787,6,18
085788,1,15
085789,6,15
085792,4,16
085796,8,5
085801,10,14
085802,7,28
085804,2,19
085807,6,8
085808,6,20
085812,3,15
085813,5,30
085816,1,26
085818,9,35
085820,12,28
085821,0,6
085823,1,26
085831,18,40
085832,5,29
085837,7,26
085843,12,41
085848,3,63
085854,4,35
085856,0,27
085871,3,25
085879,5,32
085895,1,70
085898,0,72
085904,2,73
085905,2,74
085929,3,80
085930,2,71
085936,0,75
085952,1,34
085956,4,3
085957,2,9
085963,2,79
085967,5,10
085975,6,19
085979,8,25
085985,32,19
085986,22,19
085990,2,2
085995,31,20
086002,4,21
086003,6,17
086004,21,13
086005,0,19
086007,4,19
086009,6,13
086010,29,21
086015,8,14
086016,7,17
086021,9,18
086022,4,20
086043,3,23
086048,2,25
086054,6,18
086061,3,24
086066,5,14
086070,3,28
086079,4,16
086080,5,19
086083,6,21
086089,2,21
086096,5,19
086098,9,1
086099,8,7
086105,5,17
086109,11,18
086116,6,12
086127,2,16
086133,9,22
086140,6,18
086142,6,16
086144,9,28
086148,5,15
086150,3,26
086154,1,23
086162,4,23
086168,5,16
086174,2,17
086181,4,19
086185,3,15
086187,2,24
086190,7,8
086192,11,19
086193,5,17
086194,6,18
086195,0,0
086200,4,30
086201,7,21
086204,10,14
086205,3,16
086206,7,16
086208,7,14
086211,5,14
086212,6,22
086216,3,11
086217,4,0
086219,4,2
086229,9,9
086230,2,14
086234,0,21
086241,3,19
086244,1,22
086248,7,22
086251,7,9
086257,5,14
086258,8,10
086275,1,39
086278,2,44
086282,0,0
086286,3,21
086303,0,17
086312,3,21
086319,2,44
086320,3,26
086343,0,20
086345,9,20
086346,0,36
086354,1,33
086369,0,30
086372,0,35
086376,0,52
086377,2,32
086387,1,48
086397,2,32
086401,2,38
086404,0,21
086413,2,49
086415,2,31
086416,0,35
086441,1,60
086446,0,59
086451,0,72
086468,0,60
086473,0,50
086477,0,45
086491,1,5
086503,0,51
086504,0,51
086510,0,52
086535,0,22
086538,2,23
086539,2,18
086542,0,17
086545,0,34
086551,6,30
086553,2,34
086572,2,22
086573,4,25
086589,2,0
086592,2,21
086594,1,28
086595,1,18
086598,2,28
086600,2,27
086601,1,33
086603,3,21
086608,2,23
086613,0,26
086625,4,19
086629,0,30
086630,1,42
086631,0,30
086632,0,0
086634,0,42
086635,0,57
086639,1,45
086640,0,48
086645,0,34
086654,0,30
086659,0,49
086675,1,29
086686,5,31
086687,0,0
086696,2,27
086697,0,29
086699,1,25
086710,1,37
086712,0,45
086716,1,33
086721,1,46
086725,1,36
086727,4,39
086734,1,30
086737,0,40
086738,2,40
086742,0,54
086749,4,25
086755,0,44
086759,2,29
086761,2,38
086777,1,58
086786,0,37
086795,0,33
086805,0,25
086814,0,32
086835,0,23
086843,1,22
086845,2,28
086851,1,28
086852,1,25
086863,0,27
086881,16,31
086887,0,24
086892,0,27
086893,2,20
086903,1,37
086907,1,33
086911,0,26
086913,2,25
086916,1,20
086925,1,38
086926,0,39
086931,0,43
086932,0,39
086936,0,54
086942,2,44
086959,11,43
086961,3,48
086963,2,8
086965,1,32
086967,0,44
086971,0,36
086973,3,42
086978,1,51
086986,0,30
086991,0,28
087001,1,36
087012,2,0
087013,3,39
087014,2,28
087017,1,39
087023,1,34
087047,2,83
087053,1,55
087055,0,28
087057,5,57
087060,7,36
087096,5,13
087108,0,30
087109,1,36
087118,0,18
087129,0,26
087143,0,36
087146,1,0
087148,2,38
087159,0,33
087178,0,66
087180,1,38
087183,1,32
087187,0,0
087211,0,37
087215,1,42
087217,4,43
087223,2,36
087230,2,39
087238,3,30
087240,2,39
087254,1,38
087258,3,31
087263,0,24
087267,3,41
087286,7,29
087287,1,38
087293,2,25
087300,1,25
087316,2,36
087318,2,38
087321,2,34
087323,3,36
087327,3,4
087330,2,30
087336,0,27
087339,3,28
087341,1,39
087345,4,40
087346,3,26
087347,5,22
087348,0,35
087350,4,38
087363,5,29
087364,3,31
087380,0,22
