id_ambito_geografico,ubigeo_distrito,nombre_distrito,ubigeo_provincia,nombre_provincia,ubigeo_departamento,nombre_departamento
1,040118,Santa Rita De Sihuas,040100,Arequipa,040000,Arequipa
1,040119,Socabaya,040100,Arequipa,040000,Arequipa
1,040120,Tiabaya,040100,Arequipa,040000,Arequipa
1,040121,Uchumayo,040100,Arequipa,040000,Arequipa
1,040122,Vitor,040100,Arequipa,040000,Arequipa
1,040123,Yanahuara,040100,Arequipa,040000,Arequipa
1,040124,Yarabamba,040100,Arequipa,040000,Arequipa
1,040125,Yura,040100,Arequipa,040000,Arequipa
1,040301,Camaná,040300,Camaná,040000,Arequipa
1,040302,José Maria Quimper,040300,Camaná,040000,Arequipa
1,040303,Mariano Nicolás Valcarcel,040300,Camaná,040000,Arequipa
1,040304,Mariscal Cáceres,040300,Camaná,040000,Arequipa
1,040305,Nicolás De Pierola,040300,Camaná,040000,Arequipa
1,040306,Ocoña,040300,Camaná,040000,Arequipa
1,040307,Quilca,040300,Camaná,040000,Arequipa
1,040308,Samuel Pastor,040300,Camaná,040000,Arequipa
1,040402,Acari,040400,Caravelí,040000,Arequipa
1,040403,Atico,040400,Caravelí,040000,Arequipa
1,040404,Atiquipa,040400,Caravelí,040000,Arequipa
1,040405,Bella Unión,040400,Caravelí,040000,Arequipa
1,040406,Cahuacho,040400,Caravelí,040000,Arequipa
1,040401,Caravelí,040400,Caravelí,040000,Arequipa
1,040407,Chala,040400,Caravelí,040000,Arequipa
1,040408,Chaparra,040400,Caravelí,040000,Arequipa
1,040409,Huanuhuanu,040400,Caravelí,040000,Arequipa
1,040410,Jaqui,040400,Caravelí,040000,Arequipa
1,040411,Lomas,040400,Caravelí,040000,Arequipa
1,040412,Quicacha,040400,Caravelí,040000,Arequipa
1,040413,Yauca,040400,Caravelí,040000,Arequipa
1,040502,Andagua,040500,Castilla,040000,Arequipa
1,040501,Aplao,040500,Castilla,040000,Arequipa
1,040503,Ayo,040500,Castilla,040000,Arequipa
1,040504,Chachas,040500,Castilla,040000,Arequipa
1,040505,Chilcaymarca,040500,Castilla,040000,Arequipa
1,040506,Choco,040500,Castilla,040000,Arequipa
1,040507,Huancarqui,040500,Castilla,040000,Arequipa
1,040508,Machaguay,040500,Castilla,040000,Arequipa
1,040509,Orcopampa,040500,Castilla,040000,Arequipa
1,040510,Pampacolca,040500,Castilla,040000,Arequipa
1,040511,Tipan,040500,Castilla,040000,Arequipa
1,040513,Uñon,040500,Castilla,040000,Arequipa
1,040512,Uraca,040500,Castilla,040000,Arequipa
1,040514,Viraco,040500,Castilla,040000,Arequipa
1,040202,Achoma,040200,Caylloma,040000,Arequipa
1,040203,Cabanaconde,040200,Caylloma,040000,Arequipa
1,040205,Callalli,040200,Caylloma,040000,Arequipa
1,040204,Caylloma,040200,Caylloma,040000,Arequipa
1,040201,Chivay,040200,Caylloma,040000,Arequipa
1,040206,Coporaque,040200,Caylloma,040000,Arequipa
1,040207,Huambo,040200,Caylloma,040000,Arequipa
1,040208,Huanca,040200,Caylloma,040000,Arequipa
1,040209,Ichupampa,040200,Caylloma,040000,Arequipa
1,040210,Lari,040200,Caylloma,040000,Arequipa
1,040211,Lluta,040200,Caylloma,040000,Arequipa
1,040212,Maca,040200,Caylloma,040000,Arequipa
